,actual,pred
2018-10-07 00:00:00+00:00,52.61837500000001,50.516462937544105
2018-10-14 00:00:00+00:00,55.84894047619047,54.57074423627556
2018-10-21 00:00:00+00:00,55.762125000000005,55.68123573962227
2018-10-28 00:00:00+00:00,58.68471428571429,56.589825977489355
2018-11-04 00:00:00+00:00,55.91758928571429,56.57507623651996
2018-11-11 00:00:00+00:00,58.163470238095236,57.367105822201815
2018-11-18 00:00:00+00:00,59.69608333333334,58.40094847592339
2018-11-25 00:00:00+00:00,61.5533630952381,59.45901305978745
2018-12-02 00:00:00+00:00,62.379154761904765,60.63103443023562
2018-12-09 00:00:00+00:00,62.32269047619047,60.63755011940748
2018-12-16 00:00:00+00:00,63.2435,60.436024366743865
2018-12-23 00:00:00+00:00,59.40855952380953,60.44503231848776
2018-12-30 00:00:00+00:00,49.075583333333334,56.23337503267079
2019-01-06 00:00:00+00:00,53.805875,56.10529150923714
2019-01-13 00:00:00+00:00,62.37220238095239,60.00459115702659
2019-01-20 00:00:00+00:00,62.42349404761905,61.1305134710297
2019-01-27 00:00:00+00:00,63.58701190476191,61.434714740514764
2019-02-03 00:00:00+00:00,62.08876785714286,60.977597961910064
2019-02-10 00:00:00+00:00,62.35953571428571,60.34785113240033
2019-02-17 00:00:00+00:00,60.79900595238095,60.01932921269537
2019-02-24 00:00:00+00:00,59.46751785714285,59.12421783168987
2019-03-03 00:00:00+00:00,58.48182142857143,58.19667161220685
2019-03-10 00:00:00+00:00,58.99095238095238,57.90643661894277
2019-03-17 00:00:00+00:00,60.07891071428571,58.13553703967109
2019-03-24 00:00:00+00:00,57.6493630952381,57.40118072071672
2019-03-31 00:00:00+00:00,56.7715119047619,56.56152768621221
2019-04-07 00:00:00+00:00,56.43385714285715,55.77508119279146
2019-04-14 00:00:00+00:00,56.76597023809524,55.20170385971666
2019-04-21 00:00:00+00:00,51.656261904761905,54.71065843957663
2019-04-28 00:00:00+00:00,52.33675,54.22363393178954
2019-05-05 00:00:00+00:00,53.123172619047615,52.17141911744699
2019-05-12 00:00:00+00:00,56.023577380952375,53.01103820756823
2019-05-19 00:00:00+00:00,55.28559523809523,54.12783919082955
2019-05-26 00:00:00+00:00,54.94535119047619,53.817586682882165
2019-06-02 00:00:00+00:00,51.30880357142858,53.20026390780136
2019-06-09 00:00:00+00:00,54.52816071428571,53.3972470562458
2019-06-16 00:00:00+00:00,52.28670833333333,53.56994900312647
2019-06-23 00:00:00+00:00,52.54121428571429,53.429162553042175
2019-06-30 00:00:00+00:00,55.95528571428571,53.80868681094051
2019-07-07 00:00:00+00:00,55.179630952380954,53.653250418670474
2019-07-14 00:00:00+00:00,53.908166666666666,53.27062109052018
2019-07-21 00:00:00+00:00,53.511964285714285,53.17621314126812
2019-07-28 00:00:00+00:00,54.20710119047619,53.44770370033383
2019-08-04 00:00:00+00:00,52.39210119047619,53.36917170032486
2019-08-11 00:00:00+00:00,52.01905357142858,53.115343936618416
2019-08-18 00:00:00+00:00,51.1552380952381,52.89329912829399
2019-08-25 00:00:00+00:00,51.83813095238096,52.94091944968886
2019-09-01 00:00:00+00:00,54.09197023809524,53.80099055367336
2019-09-08 00:00:00+00:00,52.44316071428572,53.986432878408586
2019-09-15 00:00:00+00:00,53.348488095238096,54.053085911065345
2019-09-22 00:00:00+00:00,53.222547619047624,54.158623272441325
2019-09-29 00:00:00+00:00,54.82947619047619,54.55691322489456
2019-10-06 00:00:00+00:00,52.33063095238096,54.80770438543335
2019-10-13 00:00:00+00:00,55.80170833333333,55.31722412639857
2019-10-20 00:00:00+00:00,56.13279166666668,56.072313240706926
2019-10-27 00:00:00+00:00,56.48441071428571,56.452773364447054
2019-11-03 00:00:00+00:00,55.029630952380955,57.041583723012366
2019-11-10 00:00:00+00:00,58.1593630952381,57.75262266647443
2019-11-17 00:00:00+00:00,59.11223809523809,58.24457255923376
2019-11-24 00:00:00+00:00,59.73594047619048,58.728343045074496
2019-12-01 00:00:00+00:00,59.84283333333333,59.45152322505787
2019-12-08 00:00:00+00:00,61.05929761904762,59.812530932627624
2019-12-15 00:00:00+00:00,61.24219047619048,60.28802962835878
2019-12-22 00:00:00+00:00,56.83676785714287,59.35545202768594
2019-12-29 00:00:00+00:00,46.50530952380952,54.620863380663096
2020-01-05 00:00:00+00:00,50.161702380952384,52.261774750869726
2020-01-12 00:00:00+00:00,59.07759523809524,56.80736123184114
2020-01-19 00:00:00+00:00,60.36169642857143,59.87652753018588
2020-01-26 00:00:00+00:00,60.89373214285715,60.10280880343914
2020-02-02 00:00:00+00:00,60.839196428571434,60.37213740347325
2020-02-09 00:00:00+00:00,60.259839285714285,59.85188177103177
2020-02-16 00:00:00+00:00,60.845124999999996,59.79188589802385
2020-02-23 00:00:00+00:00,59.787327380952384,59.233251394815746
2020-03-01 00:00:00+00:00,58.8991369047619,58.57712498070299
2020-03-08 00:00:00+00:00,58.68847023809524,57.93427864619345
2020-03-15 00:00:00+00:00,58.534238095238095,57.46282505372539
2020-03-22 00:00:00+00:00,55.37274404761905,56.3725375992097
2020-03-29 00:00:00+00:00,53.471982142857144,55.11563341757282
2020-04-05 00:00:00+00:00,52.845267857142865,54.33732632050291
2020-04-12 00:00:00+00:00,47.21088690476191,53.22635079387576
2020-04-19 00:00:00+00:00,47.41569642857143,52.503775948558
2020-04-26 00:00:00+00:00,50.17241666666667,52.65742528553307
2020-05-03 00:00:00+00:00,48.16190476190476,52.76648558252677
2020-05-10 00:00:00+00:00,49.59077976190476,52.57144318040647
2020-05-17 00:00:00+00:00,50.92697619047619,52.642818138863895
2020-05-24 00:00:00+00:00,47.43964285714286,52.192771311663094
2020-05-31 00:00:00+00:00,49.52760714285715,52.08451568235271
2020-06-07 00:00:00+00:00,48.776244047619045,52.36517491218821
2020-06-14 00:00:00+00:00,48.21974404761905,52.227874998563905
2020-06-21 00:00:00+00:00,49.813946428571434,52.263054627614096
2020-06-28 00:00:00+00:00,50.480791666666676,52.37937527176366
2020-07-05 00:00:00+00:00,51.458875,52.62311307369731
2020-07-12 00:00:00+00:00,51.25257738095239,52.721047229548915
2020-07-19 00:00:00+00:00,50.89618452380953,52.778547794587915
2020-07-26 00:00:00+00:00,50.4757380952381,52.74384437537566
2020-08-02 00:00:00+00:00,50.04939285714286,52.51828700423986
2020-08-09 00:00:00+00:00,49.450922619047624,52.30351738861203
2020-08-16 00:00:00+00:00,52.07673809523809,52.88758910963312
2020-08-23 00:00:00+00:00,51.87205952380952,53.150179240997886
2020-08-30 00:00:00+00:00,51.653375,53.68017572608962
2020-09-06 00:00:00+00:00,51.617744047619055,53.64481651500986
2020-09-13 00:00:00+00:00,51.50763095238096,53.601455518502746
2020-09-20 00:00:00+00:00,52.18132738095238,54.022396673571315
2020-09-27 00:00:00+00:00,53.41193452380952,54.31392547037453
2020-10-04 00:00:00+00:00,57.41031944444444,57.24063936964795
